rank,name,anime,favorites,url,description,Age,Birthday,Nationality,Height,Occupation,image
1320,Sakura(サクラ),Tsubasa ChronicleTsubasa Chronicle: Tori Kago no Kuni no HimegimiTsubasa Chronicle 2nd Season,1237,https://myanimelist.net/character/127/Sakura,"Birthday: April 1 
 Age: 14 
  
 At the start of the series in both manga and anime, Sakura is the princess of the Kingdom of Clow who has feelings for Syaoran, her childhood friend. 
  
 When she is about to confess her feelings, a mysterious force causes her own dormant magical powers to manifest in the form of feathered wings. When her feathers are scattered across time and space, Syaoran vows to recover all of them because each feather represents a memory Sakura has had since birth and are connected to her heart; without the feathers, she will die. 
  
 Fei-Wong Reed (the mysterious villain in the series) reflects on the ability of people like the High Priest Yukito, Princess Tomoyo of Nihon, and Yūko to cross dimensions and comments that the power concealed within Sakura and the ruins in Clow Country surpasses them all. 
  
 In order to cross dimensions, Sakura must pay Yūko the thing most important to her and she pays Yūko in an indirect way but her price is pretty much the same as Syaoran - her memories of him. When she awakes in the Hanshin Republic the first person she sees is Syaoran, but she does not remember anything about him, asking ""Who are you?"" 
  
 At times, such as in Ōuto, Sakura comes extremely close to remembering Syaoran but it is quickly erased once more from her memory. Syaoran, having known this would happen previously, will never tell her anything about their previous relationship. At most, all Sakura knows about Syaoran is what she has relearned from the adventures together with Mokona, Fai, and Kurogane, although she knows she knew him previously and he was very important to her. It is also clear that she is falling in love with him once more. 
  
 Sakura possesses unnaturally good luck; both Chun Hyang and Yūko call her ""a favored daughter of the gods"". This is what allowed her to travel dimensions safely until Yūko asks for her good luck as a price. According to Yukito and Syaoran, Sakura also has the ability to ""hear"" the voices of those who cannot be heard, such as spirits of nature, and to see ghosts. Such as the time in the Country of Jade, she can see Princess Emeraude while others couldn't. She can also see the future in visions, though this ability is unreliable and nothing she has control over. 
  
 Sakura's personality is passive and weary, exhausted from her loss of memories. However as the series goes on, she becomes more stronger and independent. Syaoran states, even though she's lost most of her memories, she'll never change. She helps the group whenever she can, whether it's washing dishes or saving their lives.",14,,,,,Error processing https://myanimelist.net/character/127/Sakura: 'src'
1321,Kuro(クロ),ServampServamp SpecialsServamp Movie: Alice in the Garden,1236,https://myanimelist.net/character/84811/Kuro,"Age: Unknown (appears 18) 
 Birthday: December 31 
 Height: 177 cm (5'9.6) 
 Strength: 6/10, Tactics: 5/10, Cooperativeness: 2/10, Mental : 3/10, Appearance: 8/10, Soothing: 10/10 
 Contract item: Cat bell 
 Animal form: Cat 
  
 Kuro is a servant vampire or a servamp, who made a contract with Shirota Mahiru. He can turn into a cat in the daylight, and is the oldest brother of the seven vampire brothers. 
  
 (Source: Servamp Wikia) 
 
   Voice Actors  Kaji, YuukiJapanese  Huber, ChuckEnglish  Sierich, BastianGerman  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",Unknown (appears 18),,,177 cm (5'9.6),,Error processing https://myanimelist.net/character/84811/Kuro: 'src'
1322,Judar(ジュダル),Magi: The Labyrinth of MagicMagi: The Kingdom of Magic,1235,https://myanimelist.net/character/42502/Judar,"Age: 18-20 
 Height: 173 cm 
 Weight: 60 kg 
 Family: father (deceased), mother (deceased) 
 Allies: Markkio, Al-Thamen, Gyokuen Ren (former), Hakuei Ren, Kouen Ren, Kouha Ren, Koumei Ren, Kougyoku Ren, Hakuryuu Ren 
 Enemies: Sinbad, Ja'far, Masrur, Aladdin, Alibaba Saluja, Ugo 
 Djinn: Cassim (former) 
 Occupation: Magi, Magician and Oracle 
 Affiliation: Kou Empire and Al-Thamen 
  
 Judar is one of the four Magi in the current era and a Magician specialized in Ice Magic. He is the Oracle of Al-Thamen and the Kou Empire. 
  
 Judar is very powerful, cruel, arrogant and somewhat childish. Usually he doesn't listen to anyone's advice or orders, and does things his own way. He is usually disrespectful, even to his fellow Magi. He seems to be careless about what others think, goading Sinbad into feeling pity for him and then laughing at him. He is a good actor, and goes to great lengths to mock others. 
  
 However, he also seems to hold deep grudges as he couldn't forgive Al-Thamen or Gyokuen Ren for using his life for their own ends and asked why they couldn't have used Scheherazade or Yunan and why it had to be him. 
  
 Judar was chosen by the Rukh and was born in a poor village in the far east plain. Right after Judar was born, his parents, along with everyone else in his village, were immediately killed by Al-Thamen. Judar was taken by the organization, and was taken advantage of before he was able to understand anything. He was taught magic there. He has been in this situation since infancy. Shortly after the founding of the Kou Empire, he was taken there by Al-Thamen and became the empire's Oracle and High Priest. 
  
 Judar was trained in Magic ever since infancy by the members of Al-Thamen. Since he specializes in Ice Magic he is a ""Blue Magician"", as ice is a sub-type of Water Magic. Being a Magi, he has an almost limitless supply of Magoi. Nevertheless, without Magic Judal it becomes completely useless, for its physical capacity is very low, having to depend on someone else. 
  
 He is named after the eponymous hero of The Tale of Judar and His Brethren from One Thousand and One Nights. 
  
 (Source: Magi Character Encyclopedia, Magi Official Guidebook, Magi Wikia) 
 
   Voice Actors  Haberkorn, ToddEnglish  Kimura, RyouheiJapanese  Kim, Yeong SeonKorean  Seugnet, ChristopheFrench  Thiele, Louis FriedemannGerman  Falinski, LarsGerman  
 
 See MoreRecent Featured Articles Dynamics of the Main Party in Magi: The Labyrinth of Magic with GIFsThe main trio of Aladdin, Alibaba, and Morgiana in Magi: The Labyrinth of Magic, are more than simply close compatriots. They showcase the connection between the Magi, the King Vessel, and the Household they command. Let's take a look with GIF images to showcase this.by removed_user34,255viewsSpoilerCharacter AnalysisMagicalGIF1,001 Nights of Magi: the Historical Origins of Magi CharactersDid some of the names in Magi sound just a tiny bit familiar to you? That’s because many Magi characters draw their names and inspiration from a certain famous Middle Eastern collection of stories. Better get ready, because it’s going to be a long 1,001 nights!byLittoface36,333viewsCharacter AnalysisHistory and Culture 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",18-20,,,173 cm,"Magi, Magician and Oracle",https://cdn.myanimelist.net/images/characters/5/175489.jpg
1323,"Saitou, Hajime(斎藤 一)",Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-henRurouni Kenshin: Meiji Kenkaku RomantanRurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,1234,https://myanimelist.net/character/1409/Hajime_Saitou,"Hajime Saitou is loosely based on the real third-squad captain of the Shinsengumi. During the Meiji era, he lived as a police officer under the name of Gorou Fujita. In the Rurouni Kenshin series, he plays the role of Kenshin's old rival and enemy from the Bakumatsu. He has no compassion or mercy for his enemies and he lives by the Shinsengumi code ""Aku Soku Zan (悪即斬),"" literally ""Slay Evil Immediately,"" but more poetically rendered as ""Swift Death To Evil."" His signature technique is the Gatotsu, a left-handed thrust and a variation of the Hirazuki technique developed by Toshizou Hijikata, the Vice Commander of the Shinsengumi. Although the Gatotsu is a fictional technique only found within the Rurouni Kenshin series, the Hirazuki is a real technique that was used by many of the Shinsengumi members. 
 
   Voice Actors  Narita, KenJapanese  Swasey, JohnEnglish  Thornton, KirkEnglish  Suzuoki, HirotakaJapanese  Iansante, ChristianItalian  Lima, WellingtonPortuguese (BR)  Webster, KenEnglish  Marconato, AlexandrePortuguese (BR)  Sette, AlbertoItalian  Jacob, SebastianGerman  Marshall, MikeFrench  Marchese, MichelangeloFrench  Hino, SatoshiJapanese  Machado, ArthurPortuguese (BR)  Ramírez, AldoSpanish  Butts, BillEnglish  
 
 See MoreRecent Featured Articles Rurouni Kenshin: A GOOD Live-Action Manga Adaptation!?!FUNimation is releasing a trilogy of live-action Rurouni Kenshin films in limited theatrical runs. The first one played in American theaters this week. It actually doesn't suck.by removed_user24,703viewsLive ActionActionReviewTop 15 Best Anime RivalriesThere's nothing wrong with some friendly competition, but seeing our favorite anime characters embroiled in some decidedly unfriendly competition can be fun too!. Anime is chock-full of rivals who want nothing more than to outdo one another, and prove who is stronger, faster, or just plain better!byNicWat1080,463viewsCollection 
 by Taboolaby TaboolaYou May LikeThe Day After Our Baby Was Born, My Husband Asked To Speak To Me Alone. What He Said Left Me Frozenuniversalinfonet.com|SponsoredSponsoredXian ChongSearch For Botswana Safari Tour DealsYahoo Search | Search Ads|SponsoredSponsoredTondemo Skill de Isekai Hourou Meshi 2  $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,https://cdn.myanimelist.net/images/characters/15/278739.jpg
1324,"Sakurada, Miwako(櫻田 実和子)",Paradise Kiss,1233,https://myanimelist.net/character/433/Miwako_Sakurada,"A student of Yazagaku who works with George to run their own brand, Paradise Kiss. She is the younger sister of the creator of the Happy Berry brand, Mikako Kouda, who was the protagonist of Gokinjo Monogatari. She is very sweet and cute, and tends to act in a rather childlike manner. 
  
 (Source: Wikipedia) 
 
   Voice Actors  Matsumoto, MarikaJapanese  Fahn, MelissaEnglish  Brückner, SarahGerman  Kwan, AndreaEnglish  Yeo, Min JeongKorean  Lambotte, JessieFrench  Scifoni, Maria LetiziaItalian  
 
 See MoreRecent Featured Articles Top 50 Anime Girls with Pink Hair on MALHere's a list of the top 50 pink-haired characters from the anime world based on MAL rankings. Anyone who's under the illusion that all things pink are to be placed under the category of ""kawaii"" need an awakening, because these girls with pink hair are far from being marshmallows or show pieces.byAnimae3332,817,987viewsCollectionCute GirlsCute GuysKawaiiGIFTop 15 Lolita Anime Characters with Superb Lolita Fashion SenseLolita fashion is a phenomenon that has gained fame in the real world, as well as in the anime universe.  These outfits, based on clothing from the Victorian era, match the fantasy themes of anime perfectly.  Let's take a closer look at 15 of the most elegant lolita anime characters out there.byyukisakura7349,243viewsSpoilerCollectionCute GirlsFashionKawaiiMoe 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,https://cdn.myanimelist.net/images/characters/8/125623.jpg
1325,Ozu(小津),Yojouhan Shinwa TaikeiYojouhan Shinwa Taikei SpecialsYojouhan Time Machine Blues,1231,https://myanimelist.net/character/32556/Ozu,"The main character's mischievous friend, tied to him by ""the black thread of fate."" 
 
   Voice Actors  Yoshino, HiroyukiJapanese  Wilhelm, MarcFrench  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,Error processing https://myanimelist.net/character/32556/Ozu: 'src'
1326,"Morinozuka, Takashi(銛之塚 崇)",Ouran Koukou Host Club,1230,https://myanimelist.net/character/21/Takashi_Morinozuka,"Nickname: Mori 
 Birthday: May 5 
 Age: 18 
 Known relatives: Mitsukuni Haninozuka (cousin), Satoshi Morinozuka (younger brother) 
 Sign: Taurus 
 Height: 192 cm (6'4"") 
 Blood Type: O 
 School: Ouran High School 
 Grade: Third Year, Class A 
 Status: Wealthy Lineage 
 Host type: ""Strong but silent"" 
 Nationality: Japanese 
 Favorite Subjects: Geography, Japanese History 
 Favorite Foods: Oriental (like fermented natto soybeans) 
 Rose Color: dark blue 
  
 Takashi Morinozuka (a.k.a. Mori-sempai) is a tall, stoic, but kind upperclassman who is Honey-senpai's constant companion. The Morinozuka family had protected and served the Haninozuka family for many generations but marriage joined the families two generations ago, breaking the master-servant tradition. Despite that, Mori still faithfully protects Honey and attends to his wishes. His protectiveness extends to his classmates and fellow host club members, gaining him a certain level of respect. He does not talk very much and is considered the ""wild"" (""strong and silent"" in the dub) type. However, when he is tired, he becomes uncharacteristically talkative and flirtatious. Mori's hobbies include kendo and karate. He's the only member of the Host Club to call Honey-senpai by his first name. 
  
 [Written by MAL Rewrite] 
 
   Voice Actors  Willingham, TravisEnglish  Kirii, DaisukeJapanese  López, ÓscarSpanish  
 
 See MoreRecent Featured Articles Top 15 Best Harem Manga of All TimeWe love cute couples and following the development of their relative relationships in our favorite manga series. But let's turn up the heat, and see what happens when characters have more than a singular love interest. Let's enter the wild world of the harem manga!byMisterD98592,509viewsCollectionCute GirlsLoveMagicalHot15 Meaningful Quotes from Ouran Highschool Host ClubFilled with laughter, Ouran Highschool Host Club concentrates on the lives of these 7 club members, their friendships and romance. Here are 15 quotes to show you what these members are like!byNyxStovell92,607viewsSpoilerQuotesCute GuysFriendshipHeart-warming 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",18,,Japanese,"192 cm (6'4"")",,https://cdn.myanimelist.net/images/characters/11/128685.jpg
1327,"Uchiha, Sarada(うちは サラダ)",Boruto: Naruto the MovieBoruto: Naruto Next GenerationsBoruto: Jump Festa 2016 Special,1226,https://myanimelist.net/character/117791/Sarada_Uchiha,"Birthdate: March 31 
 Zodiac sign: Aries 
 Gender: Female 
 Age: Gaiden: 11, Boruto Movie: 12 
 Height: Blank Period: 125 cm, Boruto Movie: 147 cm 
  
 In most situations, Sarada is kind-hearted and brave, polite to others and considerate of her friends and family, wishing well for them and standing up for them when they need her. She doesn't mind saying what she's thinking, whether it's a question she wants the answer to, an opinion she holds firmly, or a frustration she can't let go of. Like Sakura, Sarada is quite well-read: she feels comfortable arguing the differences between a panda and a normal bear, and she is apparently the only participant in the Chūnin Exams to have heard of the book series called Shinobi Strategist Detective Story, much less read all four volumes. 
  
 Sarada is appreciative of Naruto for his help in mending her relationship with her parents, finding him to be kind and warm. She is quite interested in his Will of Fire, wherein he tries to form bonds with everyone (particularly villagers of Konoha) that he can. Because of Naruto, Sarada decides to make it her dream to become Hokage, preferring the kind of life Naruto has to the life of her father. She is so fond of Naruto that in a conversation with Kawaki, she admits she has wondered on many occasions what her life would be like if she were Naruto's daughter, envying Boruto for the wonderful father he has and recriminating him for not appreciating and reproaching his father for his difficult work as a Hokage. In the anime, she even shows great appreciation for the Hokage Rock and fantasizes about having her own likeness carved into it. However, Sarada shares a complicated relationship with Naruto's son, Boruto Uzumaki, although she is also interested in him due to their similar relationships with their respective fathers. The two ninjas are often at odds with one another, with the young Uchiha valuing the Hokage post while Boruto initially showing utter disdain for it, and they usually argue and fight with each other for almost anything. Despite this, they are very close, deeply caring for one another's well-being and actually supporting their dreams greatly.","Gaiden: 11, Boruto Movie: 12",March 31,,"Blank Period: 125 cm, Boruto Movie: 147 cm",,https://cdn.myanimelist.net/images/characters/5/292448.jpg
1328,"Kazami, Kazuki(風見 一姫)",Grisaia no Kajitsu SpecialsGrisaia no Meikyuu: Caprice no Mayu 0 - Takizono Basketball Club no Nama Cream Party!Grisaia no Rakuen Specials,1225,https://myanimelist.net/character/89705/Kazuki_Kazami,"Birthday: March 22 
 Height: 150 cm 
 BWH: 76-57-78 
 Blood type: B 
  
 Kazuki is Yuuji's elder sister as well as the one who taught him throughout the earlier periods of his life. Contrary to the norm, Kazuki was the center pillar of the family instead of her father. She was the one earning all the living expenses and no one could go against her. 
  
 Despite her delicate and diminutive body, she has brilliant intellect and excels in quick-witted judgement to the point that she has been labelled as a genius. She is the same age as Amane, both of which attended the same school ""Takizono Private"" and was also an active member of the basketball team for the aforementioned academy.",,,,150 cm,,Error processing https://myanimelist.net/character/89705/Kazuki_Kazami: 'src'
1329,"Forster, Floch(フロック・フォルスター)",Shingeki no Kyojin Season 3Shingeki no Kyojin Season 3 Part 2Shingeki no Kyojin Season 3 Specials,1222,https://myanimelist.net/character/149624/Floch_Forster,Floch is a new recruit in the Survey Corps. He joined the Survey Corps during the two months between the attack at Orvud District and the return to Shiganshina District.,,,,,,https://cdn.myanimelist.net/images/characters/7/434567.jpg
1330,"Fushimi, Saruhiko(伏見 猿比古)",K: Missing Kings - Manner MovieK: Seven Stories Movie 4 - Lost Small World - Ori no Mukou niK,1222,https://myanimelist.net/character/64621/Saruhiko_Fushimi,"Age: 19-20 
 Birthday: November 7 
 Zodiac sign: Scorpio 
 Height: 178 cm 
 Blood type: AB 
 Weapon: throwing knives, saber 
  
 Third-in-command of Scepter 4 and a former member of HOMRA, having betrayed the latter Clan at some point in the past. Fushimi often displays himself as a cool-headed, though lazy and bored individual. He gives off a listless attitude and seems unmotivated, but is in fact very competent. He prefers not to participate in most of his Clan's activities. However, he will cooperate if necessary with little to no arguments. At the same time, he would often disregard his associates and act out on his own. While focused on an objective, Fushimi is willing to use any method possible to make his tasks quicker and easier, such as drugging innocent civilians. He would even attack several former allies without any hesitation just to accomplish his goal, displaying additional traits of ruthlessness. 
  
 Misaki usually calls him ""Saru"" (Monkey).",19-20,,,178 cm,,https://cdn.myanimelist.net/images/characters/13/289300.jpg
1331,Hana(花),Ookami Kodomo no Ame to Yuki,1220,https://myanimelist.net/character/60279/Hana,"Hana is a 19-year-old college student that falls deeply in love with a wolf-man that she encounters in class one day. They start dating, and even though he tells her one night about his true nature, Hana does not seem to mind, getting married to him and eventually, giving birth to his daughter, Yuki, and one year later, to his son, Ame.",,,,,,Error processing https://myanimelist.net/character/60279/Hana: 'src'
1332,Asirpa(アシㇼパ),Golden KamuyGolden Douga GekijouGolden Kamuy 2nd Season,1218,https://myanimelist.net/character/138552/Asirpa,"Asirpa is a young Ainu huntress and the deuteragonist of the Golden Kamuy series. After Asirpa saves Sugimoto's life and learns the story of hidden gold, the two start their search for the treasure. 
  
 She is an independent and capable young girl. She initially appears cold and withdrawn, but that quickly changes once she warms up to the other and exposes a more jovial and childish side. 
  
 When with her friends and family, Asirpa is a playful and cheerful girl. She enjoys cooking and is enthusiastic about hunting. She occasionally likes to tease others, especially Sugimoto and Shiraishi. 
  
 As a hunter, Asirpa is aware of the cruelty of nature. She knows that in the wilderness weakness leads to death and thus is very pragmatic about survival. She acts mature and serious when hunting her prey or discussing the plans of finding the gold. However, Asirpa has strict principles and beliefs, as she refuses to murder people even if her life is at stake. 
  
 She considers herself a modern Ainu woman who occasionally dismisses Ainu customs, such as tattooing her mouth or believing in fortune-telling. However, more than anything, Asirpa wants to protect the Ainu and preserve her people's independence. After her journey to Karafuto and the many revelations that followed, she has decided to find the gold to assure that the Ainu and their culture will never be erased or forgotten. 
  
 (Source: Golden Kamuy Wiki) 
 
   Voice Actors  Shiraishi, HarukaJapanese  Rial, MonicaEnglish  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,https://cdn.myanimelist.net/images/characters/7/354184.jpg
1333,"Amakusa, Shino(天草 シノ)",Seitokai YakuindomoSeitokai Yakuindomo OVASeitokai Yakuindomo*,1215,https://myanimelist.net/character/32797/Shino_Amakusa,"Birth date: June 12 
 Height: 165 cm 
 Weight: 56 kg 
  
 The student council president and a second-year student. She is serious, diligent, and talented in most subjects. However, she is almost always thinking of perverted things, even suggesting that one of her main reasons to be interested in Tsuda is curiosity about information not covered in health classes. She is also a very popular girl with a lot of female fans in school, and has a complex about her chest, which is exacerbated by the fact that Aria happens to be more well-endowed than she is. She later develops some feelings for Tsuda. 
  
 (Source: Wikipedia) 
 
   Voice Actors  Hikasa, YoukoJapanese  
 
 See MoreRecent Featured Articles Seitokai Yakuindomo: Meet the Student Council!Seitokai Yakuindomo is an exciting slice-of-life and comedy series revolving around the adventures of some special student council members. Just what is it that makes them so interesting?byNyxStovell24,902viewsSpoilerCharacter AnalysisCute GirlsMoeSchool Life 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,165 cm,,https://cdn.myanimelist.net/images/characters/5/98591.jpg
1334,"Shiga, Haruki(志賀 春樹)",Kimi no Suizou wo Tabetai,1212,https://myanimelist.net/character/158197/Haruki_Shiga,"A guy who incidentally found a book in the hospital titled ""Living With Dying"" which is owned by his classmate Sakura Yamauchi. 
 
   Voice Actors  Takasugi, MahiroJapanese  Daymond, RobbieEnglish  Cannella, MirkoItalian  Ruiz, Miguel ÁngelSpanish  Mutsuda, MasumiSpanish  Borg, YoannFrench  El Kammouchi, KarimGerman  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,https://cdn.myanimelist.net/images/characters/14/372176.jpg
1335,Ebisu(恵比寿),DorohedoroDorohedoro: Ma no Omake,1212,https://myanimelist.net/character/16063/Ebisu,"Ebisu is a young, androgynous and sullen looking woman who first appears in chapter three, donning a skull shaped mask. She is walking through the Hole, unable to summon a door back to the Magic Users' world due to the barrier between worlds currently in effect. She runs in to Caiman and Nikaido, who advance on her in their common fashion. Caiman cuts off Ebisu's fingers to prevent her from using magic, and bites down on her head after removing her mask. Before he can withdraw to ask her his ""question"", a frantic Fujita appears from a door behind her and forcefully pulls her out of his clamped down jaws, in to the door. This sudden and jerky movement causes trauma to her face and head, but they both get to safety. 
  
 After this incident, Ebisu is shown to be haunted by nightmares—and has become somewhat insane. At En's residence, she is restrained until Noi can properly heal and restore her fingers and face. Past that point, it is evident her head trauma caused some (supposedly temporary,) brain damage as seen in her suddenly eccentric behavior. She is commonly seen with Fujita in the manga panels, possibly leading to believe that they are ""partners"" now. 
  
 Her smoke is not seen directly, but records state she is skilled in Reptile transformation. However between panels it shows her having attacked someone with a surplus of power after being fed Black Powder by someone who appeared to have met her before. 
  
 She is often the butt of slapstick humor throughout the story, often being maimed in comedic fashion. 
 
   Voice Actors  Tomita, MiyuJapanese  Valenzuela, CristinaEnglish  Milani, GabyPortuguese (BR)  Cuscusa, VeronicaItalian  Jégou, GwenaëlleFrench  Leal, LupitaSpanish  Laus, ZinaGerman  
 
 by Taboolaby TaboolaYou May LikeThe Day After Our Baby Was Born, My Husband Asked To Speak To Me Alone. What He Said Left Me Frozenuniversalinfonet.com|SponsoredSponsoredBang Babang Bang!!!Search For Best Blinds Retailer Near MeYahoo Search | Search Ads|SponsoredSponsoredTsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka? OVA  $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,https://cdn.myanimelist.net/images/characters/15/278465.jpg
1336,"Yoshida, Yuuko(吉田 優子)",Machikado MazokuMachikado Mazoku MiniMachikado Mazoku: 2-choume,1207,https://myanimelist.net/character/170466/Yuuko_Yoshida,"A succubus whose power is suddenly awakened in her first year of high school. She aims to overthrow the magical girl in town to break her family's spell. However, although she has the ability to sneak into others' dreams, her physical strength and stamina are much weaker than the ones of her rival, the magical girl Chiyoda Momo. 
 
   Voice Actors  Kohara, KonomiJapanese  Rial, MonicaEnglish  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,Error processing https://myanimelist.net/character/170466/Yuuko_Yoshida: 'src'
1337,"Gardner, Rachel(レイチェル・ガードナー)",Satsuriku no Tenshi,1207,https://myanimelist.net/character/138442/Rachel_Gardner,"Gender: Female 
 Age: 13 
 Birthday: June 10 
 Zodiac: Gemini 
 Blood Type: AB 
 Height: 156 cm (5'1"") 
 Hair Color: Blonde 
 Eye Color: Blue 
  
 The 13-year-old female protagonist of the story. After witnessing a murder, she is taken to a hospital for counseling, only to wake up on Floor B7 with no memories from her past. 
  
 (Source: Wikipedia) 
 
   Voice Actors  Chisuga, HarukaJapanese  McClain, MegEnglish  Morgenstern, FriedelGerman  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",13,,,"156 cm (5'1"")",,https://cdn.myanimelist.net/images/characters/6/360384.jpg
1338,"Isana, Yashiro(伊佐那 社)",KK: Return of KingsK: Seven Stories Movie 6 - Circle Vision - Nameless Song,1207,https://myanimelist.net/character/64591/Yashiro_Isana,"Age: 17 
 Birthday: June 1 
 Astrological sign: Gemini 
 Height: 169 cm 
 Blood type: B 
  
 A joker who goes around asking for his schoolmates to share their lunch with him. Yashiro is soft-spoken but very charismatic. He is very friendly and well-liked. In addition, he is quite respectful towards anyone he meets, even robots.  He is supposedly a normal high school student, until he suddenly finds himself being pursued by several factions - HOMRA, SCEPTER 4 and Kuroh Yatogami - who believe him to be the murderer of Tatara Totsuka, a member of HOMRA. 
  
 He is also somewhat laid-back and happy-go-lucky. Yashiro carries also a red, Japanese style parasol with him at all times.",17,,,169 cm,,https://cdn.myanimelist.net/images/characters/14/170215.jpg
