rank,name,anime,favorites,url,description,Age,Birthday,Nationality,Height,Occupation,image
1040,"Hashida, Itaru(橋田 至)",Steins;GateSteins;Gate: Soumei Eichi no Cognitive ComputingSteins;Gate 0,1716,https://myanimelist.net/character/35258/Itaru_Hashida,"Steins;Gate 
 Age: 19 
 Height: 164 cm 
 Weight: 98 kg 
 Birthdate: May 19 
 Blood type: B 
  
 First year student in Tokyo Denki University. Pro-active otaku, who's got a thing for both 2-D and 3-D girls. Talks quite a lot, and uses @ch (a spin-off of 2ch) terminology. Plenty of statements he makes could be taken as sexual harassment. He and Rintarou have known each other since high school. Usually turns down Rintarou's ridiculous requests as ""annoying,"" but in truth gets them done in proper order. However, he trusts Rintarou as a friend. Has great confidence in his programming and hacking abilities (he doesn't mind being called a Super Hacker, but doesn't like it when people call him Super Haker). He's always in front of the computer. 
  
 Has the nickname ""Daru"" (ダル), abbreviated after his name.",19,May 19,,164 cm,,Error processing https://myanimelist.net/character/35258/Itaru_Hashida: 'src'
1041,"Kasugano, Sora(春日野 穹)",Yosuga no Sora,1716,https://myanimelist.net/character/33221/Sora_Kasugano,"Birthdate: February 5 
 Age: 16-17 
 Gender: Female 
 Height: 152 cm 
 Zodiac: Aquarius 
 Hair color: Silver 
 Eye color: Light Gray 
 Blood type: O 
 Known relatives: Kasugano Haruka (twin brother) 
  
 She is a quiet, fragile and reclusive girl, and fraternal twin sister to the main protagonist. Cursed with illness and frailty since birth, Sora was denied the sort of independent life that many take for granted. Yet beneath Sora's angelic doll-like appearance lies a troublesome personality that’s prone to withdrawn laziness and demonstrates a rather severe lack of social graces. In all honesty, Sora doesn't care for anyone else, and would much rather just surf the Internet and eat instant food, for as long as Haruka is always by her side. It's implied that her strong bond with Haruka, strengthened as a result of the tragic loss of their parents, may be leading her towards fantasies of incest between twins. She hates Nao, although it is implied that they were once good friends. She is often seen carrying a rabbit doll, which she received as a present before she and Haruka left the village. 
  
 (Source: Wikipedia) 
 
   Voice Actors  Taguchi, HirokoJapanese  Plaas-Link, AmelieGerman  Vilchis, BannySpanish  
 
 See MoreRecent Featured Articles Top 20 Most Passionate Anime Kiss ScenesStop blushing! It's time to be honest and admit that kisses make everything better, right? Check out this collection of 20 passionate anime kisses, they're sure to make your heart skip a beat or two!byFreeNightFalls1,505,896viewsSpoilerCollectionKawaiiLoveHotGIF6 Yosuga no Sora GIFs Featuring Taboo Adolescent LoveYosuga no Sora is a romantic anime about two orphaned twins and their ""unique bond"". The brother twin, Haruka, is frequently running into beautiful girls at his school, much to the dismay of his twin sister Sora. Take a look at these gifs of the twins and classmates interactions.byTravisb4564,377viewsSpoilerLoveHotGIF 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",16-17,February 5,,152 cm,,https://cdn.myanimelist.net/images/characters/10/101109.jpg
1042,"Kobayashi, Rindou(小林 竜胆)",Shokugeki no Souma: Ni no Sara OVAShokugeki no Souma: San no SaraShokugeki no Souma: San no Sara - Tootsuki Ressha-hen,1715,https://myanimelist.net/character/129046/Rindou_Kobayashi,"She is a 90th Generation student of Tootsuki Culinary Academy and the current 2nd seat of the Elite Ten Council. 
  
 Rindou is the tallest female Elite Ten Council member. She has long flowing dark red hair that reaches down to her shoulder blades while her bangs cover her left eye. She has a lot of cat-like features having yellow eyes with vertically slitted pupils and pronounced, cat-like teeth. 
  
 She wears a standard Tootsuki uniform but not the standard tie. She also wears a beige sweater under her uniform coat. The cuffs of the sweater pokes out of her uniform jacket and covers the palms of her hands. 
 
   Voice Actors  Itou, ShizukaJapanese  Berry, MorganEnglish  Darazi, EstelleFrench  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,https://cdn.myanimelist.net/images/characters/15/292948.jpg
1043,"Wong, Shorter(ショーター・ウォン)",Banana Fish,1713,https://myanimelist.net/character/29577/Shorter_Wong,"Shorter is the ""boss"" of Chinatown, a loyal friend to Ash, and a criminal with a heart of gold. Like Ash, Shorter is an unusual ""thug"" with a deep sense of honor, and a drive to always do the right thing. He'll go to any lengths to protect his loved ones... even when the interests of those closest to him come into irreconcilable conflict. 
  
 Shorter is clever, resourceful, and as tough as steel. He's equally skilled at brawling, shooting, and sneaking around like a shadowy thief. Shorter can disguise himself as a completely different person, and fool even Eiji into thinking that he is a dotty old Chinese man. 
  
 Shorter has an irrepressible sense of humor and can wear a lopsided, devilish grin even during the grimmest of circumstances. Like Ash, he is a charismatic leader who can easily unite the other kids on the street under his rule. 
  
 At the beginning of the series, Shorter has a mohawk hairdo. But by volume two he has shaved off all of his hair and is completely bald. Shorter's trademark fashion statement is his ever-present sunglasses. He even wears them while sneaking around a cornfield in the middle of the night! In an interview, Akimi Yoshida said that Shorter's character design was inspired by Sunplaza Nakano. 
  
 (Source: boukenshin.net, HotaruKara) 
 
   Voice Actors  Furukawa, MakotoJapanese  
 
 by Taboolaby TaboolaYou May LikeSearch For Drain Cleaning NearbyDrain Cleaning | Yahoo Search|SponsoredSponsoredBang Babang Bang!!!The 2024 Elantra Is Back With A VengeanceTop Searcher Now | Auto|SponsoredSponsoredTsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka? OVA  $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,https://cdn.myanimelist.net/images/characters/4/361822.jpg
1044,Ekubo(エクボ),Mob Psycho 100Mob Psycho 100: Reigen - Shirarezaru Kiseki no ReinouryokushaMob Psycho Mini,1712,https://myanimelist.net/character/125034/Ekubo,"Ekubo is an evil spirit with a desire to become God. He is Shigeo's self-proclaimed spiritual adviser. He is known to have a very foul smell, and has been described by multiple characters as ""disgusting and unsettling."" 
 
   Voice Actors  Ootsuka, AkioJapanese  Sorich, MichaelEnglish  Marchetti, CésarPortuguese (BR)  Pellegrin, PatrickFrench  Höricht, ThomasGerman  Hernández, CarlosSpanish  Balzarotti, MarcoItalian  
 
 See MoreRecent Featured Articles The Dankest #RedrawReigen MemesA cool and funny anime series deserves cool and funny memes. Learn how Mob Psycho 100 inspired the popular #RedrawReigen meme and check out some fun images from the hashtag.by removed_user58,961viewsMeme 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,Error processing https://myanimelist.net/character/125034/Ekubo: 'src'
1045,Filo(フィーロ),Tate no Yuusha no NariagariTate no Yuusha no Nariagari Season 2Tate no Yuusha no Nariagari Season 3,1712,https://myanimelist.net/character/112909/Filo,"Age: <1 
 Race: Filolial 
  
 Filo was originally hatched from a monster egg which Naofumi purchased from the slave trader. 
  
 Filo grew at an abnormally fast rate and in just a few days grown into a fully grown Filolial later developing into a rare species of Filolial Queen where she was later given the ability to transform into a humanoid form strongly resembling a Angel and the ability to talk due to her association with the Shield Hero and the effects of the Legendary Shield. 
  
 (Source: The Rising of the Shield Hero Wiki) 
 
   Voice Actors  Hidaka, RinaJapanese  Knickerbocker, BriannaEnglish  du Bled, MarieFrench  Tavares, AmandaPortuguese (BR)  Ángeles, JessicaSpanish  Bonfitto, SabrinaItalian  Mariage, LéaGerman  
 
 See MoreRecent Featured Articles Isekai Quartet: Filling in the Empty SeatsIsekai Quartet is the biggest crossover in anime history, but there's still plenty of room for even more popular isekai characters! Here's how that could play out.byShymander87,008views 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",<1,,,,,https://cdn.myanimelist.net/images/characters/2/464618.jpg
1046,"Suou, Yuki(周防 有希)",Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,1710,https://myanimelist.net/character/195231/Yuki_Suou,"Birthday: March 12 
 Blood type: O 
 Height: 150 cm 
  
 A first-year who serves as the Student Council Public Relations. She is Masachika's younger sister who serves as the eldest daughter of the Suou house, whose origin was a former noble family and has shouldered the role of a diplomat for generations, becoming the heir after Masachika and their father left the family. She is a genuine, beautiful and straightforward girl, and enjoys teasing Alisa over her romantic feelings for Masachika, as Yuki's relation with him is not public knowledge. She and Alisa are rivals, and she occasionally torments Alisa for her performance to attend the Student Council. She has a follower, Ayano Kimishima. 
  
 She and Masachika are forced to hide their true relations in public by pretending to be childhood friends, and like Alya and Masha, she's among the most popular girls in school. Yet, when only Masachika and Ayano are around, she displays her another face: Otaku and cuteness. She sometimes makes sexual remarks due to her otaku nature. She loves Masachika the most. She often comes to Masachika's home to stay overnight. 
 She used to have asthma when she was small, but claims that she has recovered and has never caught a cold since middle school. 
  
 She is running for the next Student Council election as the proposed President, with Ayano being the Vice-President. 
  
 (Source: Wikipedia) 
 
   Voice Actors  Maruoka, WakanaJapanese  Mae, ReshelEnglish  Celini, LetíciaPortuguese (BR)  Nolan, DianaSpanish  Lauzeray Gishi, AnnaFrench  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,150 cm,,https://cdn.myanimelist.net/images/characters/2/536832.jpg
1047,"Tenma White, Gabriel(天真=ガヴリール=ホワイト)",Gabriel DropOutGabriel DropOut Specials,1704,https://myanimelist.net/character/143074/Gabriel_Tenma_White,"Age: 16 
 Birthday: April 20 
 Sign: Taurus 
 Weight: 40 kg 
 Height: 144 cm 
 BWH: 74-58-80 
  
 An angel who was the top of her class but turned into a slob after becoming addicted to video games. She is often lazy and unmotivated and has a rather bossy attitude. 
  
 (Source: Wikipedia) 
 
   Voice Actors  Tomita, MiyuJapanese  Meyer, Jenny MariaGerman  
 
 by Taboolaby TaboolaYou May LikeThe Day After Our Baby Was Born, My Husband Asked To Speak To Me Alone. What He Said Left Me Frozenuniversalinfonet.com|SponsoredSponsoredBang Babang Bang!!!The 2024 Elantra Is Back With A VengeanceTop Searcher Now | Auto|SponsoredSponsoredTsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka? OVA  $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",16,,,144 cm,,https://cdn.myanimelist.net/images/characters/5/324085.jpg
1048,"Ikari, Gendou(碇 ゲンドウ)",Schick x EvangelionShinseiki EvangelionShinseiki Evangelion Movie: Shi to Shinsei,1700,https://myanimelist.net/character/1257/Gendou_Ikari,"Affiliation(s): NERV 
 Rank: Commander 
 Age: 48 
 Birthday: April 29, 1967 
 Known relatives: Shinji Ikari (son), Yui Ikari (wife, deceased) 
  
 Gendou Ikari, formerly Gendou Rokubungi, is the Commander of NERV and is responsible for research and development of Project E and the Human Instrumentality Project. He is the father of Shinji Ikari, the Third Child and pilot of Evangelion Unit-01. He is also the guardian of Rei Ayanami, the First Child and pilot of Evangelion Unit-00 and the only person Rei reliably interacts with at the start of the series. 
  
 (Source: Wikipedia) 
 
   Voice Actors  Swasey, JohnEnglish  Tachiki, FumihikoJapanese  Corvo, MassimoItalian  Räuker, ErichGerman  MacAvery, TristanEnglish  Moura, FábioPortuguese (BR)  Rouzier, GérardFrench  Gustems, Joan CarlesSpanish  Chase, RayEnglish  Bajo, LuisSpanish  Kramer, JulienFrench  Dutkiewicz, IdziSpanish  Solórzano, HumbertoSpanish  Draghetti, RobertoItalian  Blin, MichelFrench  Roy, MichelFrench  
 
 See MoreRecent Featured Articles Top 15 Greatest Anime VillainsWhether scoundrels you hate to love or antagonists you love to hate, villains are often the most colorful and entertaining characters in a series.  Here are a few of anime's best bad guys (and girls).byGuardianEnzo196,837viewsSpoilerCollectionArch EnemiesCharacter AnalysisTop 15 Epic Anime Families: Family will Always Have Your BackNow is the time of year when family members from both near and far gather to reconnect. This goes for anime family members as well. Check out this list of 15 of the most memorable anime families out there, who have gathered just in time for the holidays! Just remember, every anime is different...by removed_user111,573viewsSpoilerCollectionHeart-warmingFamily 
 by Taboolaby TaboolaYou May LikeThe Day After Our Baby Was Born, My Husband Asked To Speak To Me Alone. What He Said Left Me Frozenuniversalinfonet.com|SponsoredSponsoredBang Babang Bang!!!The 2024 Elantra Is Back With A VengeanceTop Searcher Now | Auto|SponsoredSponsoredTsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka? OVA  $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",48,,,,,https://cdn.myanimelist.net/images/characters/11/53131.jpg
1049,"Watanabe, You(渡辺 曜)",Kimi no Kokoro wa Kagayaiteru kai?Love Live! Sunshine!!Koi ni Naritai Aquarium,1693,https://myanimelist.net/character/135407/You_Watanabe,"Year: 2 
 Birthday: April 17 
 Blood type: AB 
 Height: 157 cm 
 BWH: 82-57-81 
 Hobbies: weight training 
 Skills: high dive, intuitively forecasting the weather 
 Food likes: salisbury steak, oranges 
 Food dislikes: sashimi, anything too dry 
  
 A second-year classmate of Chika's. Good enough at the high dive to qualify for the national team. Weight training is her hobby, and she tends to take action without thinking matters over first. Her father captains a ferry, and she'd like to have his job someday. 
  
 (Source: Official website) 
 
   Voice Actors  Saitou, ShukaJapanese  Yu, ApphiaEnglish  Arnoldt, JasminGerman  Vieira, JéssicaPortuguese (BR)  
 
 by Taboolaby TaboolaYou May LikeOur Tour Guide Risked His Life To Help This Lioness Give Birth, But He Wasn't Ready For What Would Happen Nextuniversalinfonet.com|SponsoredSponsoredBang Babang Bang!!!The Day After Our Baby Was Born, My Husband Asked To Speak To Me Alone. What He Said Left Me Frozenuniversalinfonet.com|SponsoredSponsoredTrust  $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,157 cm,,https://cdn.myanimelist.net/images/characters/3/303936.jpg
1050,"Kawai, Rika(川井 リカ)",Wonder Egg PriorityWonder Egg Priority: Watashi no Priority,1690,https://myanimelist.net/character/190701/Rika_Kawai,"Rika is a 14-year-old girl who is not scared to meet people for the first time. 
  
 (Source: Official Source, translated) 
 
   Voice Actors  Saitou, ShukaJapanese  Quinones, AnairisEnglish  Carvalho, NinaPortuguese (BR)  Robles, JocelynSpanish  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,https://cdn.myanimelist.net/images/characters/5/441004.jpg
1051,Phil(フィル),Yakusoku no NeverlandYakusoku no Neverland 2nd Season,1685,https://myanimelist.net/character/150888/Phil,"Number: 34394 
 Age: 4 
  
 Phil is one of the orphans at the Grace Field House.",4,,,,,https://cdn.myanimelist.net/images/characters/7/436435.jpg
1052,Broly(ブロリー),"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, ChougekisenDragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa NemurenaiDragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da",1685,https://myanimelist.net/character/4945/Broly,"Broly was the Legendary Super Saiyan born in more than a thousand years. At birth, he had an unusually high level of strength for a Saiyan. Broly's exceptional gifts marked him as being the Legendary Super Saiyan. King Vegeta feared this and ordered for his execution. His father, Paragus, begged to spare his life. King Vegeta ended the argument by blasting him. As Broly's execution was carried out both he and his father were left to die. While Paragus barely survived the blast, Broly survived the attempted execution only to grow stronger. On that same day, Frieza acted on his own fear of the Super Saiyan legend and attacks Planet Vegeta. Amid the destruction, Broly encased himself and his father in a powerful shield of energy and escaped. 
  
 As great as Broly's power was, his emotional instability was greater. Fearing Broly's state of mind, Paragus had a scientist create a special control device to keep Broly controlled. Successful in controlling him, Paragus planned to have revenge on King Vegeta's son. When Broly encountered Son Goku, Broly became erratic though he was brought back under control by Paragus. Eventually, Broly overpowered the control device, and fully manifested his powers. No longer under the device's control, he unleashed his fury on Goku, Vegeta, Son Gohan, Future Trunks, and Piccolo, and defeated them all. The Z warriors eventually channeled their energy into Goku, who used the energy for one last powerful blow that seemingly killed Broly. 
  
 Broly survived and entered a Saiyan Space Pod, coincidentally landing on Earth. The crater caused by his landing filled up with water and froze over time, during which he fell into a deep sleep. During this time, Gohan grew up, Son Goten was born and Goku was in the Afterlife. In an adventure to collect the Dragon Balls, Goten, Trunks, and Gohan find themselves in the mountain range where Broly crashed. Broly awakens and Goten, Trunks, Videl, and Gohan became victims to his rampage. It was only after some spiritual help from Goku that they were able to send Broly straight into the sun. 
  
 (Source: Wikipedia) 
 
   Voice Actors  Mignogna, VicEnglish  Shimada, BinJapanese  Cranz, CynthiaEnglish  Lesser, MarkFrench  Schmidt-Foß, GerritGerman  Emori, HirokoJapanese  Katan, OrliHebrew  Zornitzer, ShaiHebrew  Romero, CássiusPortuguese (BR)  Almeida, RitaPortuguese (BR)  Forrest, JodiEnglish  Rand, DougEnglish  Bombardieri, MarioItalian  Sandri, LucaItalian  Monteiro, DadoPortuguese (BR)  Palencia, BrinaEnglish  Morishita, YukikoJapanese  Bertolas, RenataItalian  Frenchel, VivianPortuguese (BR)  Redler, ThierryFrench  Brust, RicardoSpanish  Graue, AlejandroSpanish  Bosch, Johnny YongEnglish  
 
 See MoreRecent Featured Articles DRAGON BALL Z DOKKAN BATTLE 9th Anniversary is live!""Super Saiyan Broly"" and ""Super Saiyan Gogeta"" join the 9th Anniversary Campaign. Celebrate with a special movie screening in Times Square, NY! Participate in events to earn tons of dragon stones. New players are welcome. Don't miss out on this epic opportunity!byMAL_editing_team60,780viewsAdvertorialInterview With Vic Mignogna, Voice Actor of Edward Elric & BrolyEdward Elric. Zero Kiryuu. Broly. Vic Mignogna has an impressive voice acting resume, and it's only getting longer. I sat down with him at Anime Weekend Atlanta to talk theater, anime, fandom, and faith. Was there alchemy? Read on!byJankenpopp54,020viewsInterview 
 by Taboolaby TaboolaYou May LikeThe Day After Our Baby Was Born, My Husband Asked To Speak To Me Alone. What He Said Left Me Frozenuniversalinfonet.com|SponsoredSponsoredKikou Ryouhei MellowlinkThe 2024 Elantra Is Back With A VengeanceTop Searcher Now | Auto|SponsoredSponsoredBang Babang Bang!!!  $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,Error processing https://myanimelist.net/character/4945/Broly: 'src'
1053,"Tsuruga, Ren(敦賀 蓮 / 久遠 ヒズり)",Skip Beat!,1685,https://myanimelist.net/character/4335/Ren_Tsuruga,"Age: 20-21 
 Birthday: February 10 (Aquarius) 
 Height: 190 cm 
 Blood type: A 
  
 Ren is, in outward appearances, an extremely nice and polite star; however, he shows his true self whenever he is around Kyouko. At the age of twenty, Ren has lived a large portion of his life in America. After Ren's encounter with Reino (from Vie Ghoul), it is revealed that ""Tsuruga Ren"" is only a stage name with his real name being Kuon Hizuri.",20-21,,,190 cm,,https://cdn.myanimelist.net/images/characters/15/59129.jpg
1054,"Usami, Akihiko(宇佐見 秋彦)",Junjou RomanticaJunjou Romantica 2Junjou Romantica OVA,1684,https://myanimelist.net/character/6038/Akihiko_Usami,"Birthdate: March 3 
 Zodiac sign: Pisces 
  
 Usami Akihiko is a 28 year old author. He was raised in England until he was 10, and later moved to Japan.  He graduated law school first of his class and is the youngest recipient of the Naomori Award. 
  
 He was a pure-hearted romanticist, as Takahashi Misaki, his love interest says. 
  
 He is extremely popular with his books, but also writes erotic (BL) Yaoi fiction under the pen name Akikawa Yayoi because it allows him to earn money on his fantasies. He is working for the Marukawa Publishing Co., and to his editors, he is known as a writer/author who doesn't meet deadlines. He comes from a rich and wealthy family and has a half-brother called Haruhiko. He first met Hiroki Kamijou in Japan in his secret base. He was a loner back then and always wanted to be alone. He also doesn't talk much because of his family circumstances. 
  
 Akihiko always wanted to have a normal life. He collects toys because it makes him feel like this is what ""normal childhood"" feels like. He named all his teddy bears Suzuki because to him it is the most common name in Japan. (It isn't.) 
  
 His nickname is ""Usagi"", which means ""rabbit"" in Japanese. Usagi has been Misaki's brother's best friend for over ten years, and was secretly in love with Misaki’s brother but never said anything about it. Due to Misaki's grade, Takahiro asks Usagi to become Misaki's tutor and assist him in raising his grades for the college entrance exams. Due to some twist of fate, Takahiro’s company transfers him away and, worried about the becoming of his little brother, Takahiro asks Usagi for Misaki to stay and live with him until he comes back or until Misaki can come live with him in Osaka. 
 
   Voice Actors  Hanada, HikaruJapanese  Satou, RinaJapanese  
 
 See MoreRecent Featured Articles Top 20 Most Passionate Anime Kiss ScenesStop blushing! It's time to be honest and admit that kisses make everything better, right? Check out this collection of 20 passionate anime kisses, they're sure to make your heart skip a beat or two!byFreeNightFalls1,505,896viewsSpoilerCollectionKawaiiLoveHotGIFWhat The Hell Is a Fujoshi? [Meaning]Fujoshi can definitely claim to be one of the most contentious words ever. With so many uses and meanings, and all of these with different emotional interpretations, it's no wonder many are thoroughly confused. It's definitely time to put fujoshi under the microscope.byfatlouierox132,653viewsAnalysisAnime TermsAnime ArchetypesCute GuysHistory and Culture 
 by Taboolaby TaboolaYou May LikeSearch For Botswana Safari Tour DealsYahoo Search | Search Ads|SponsoredSponsoredXian ChongApple iPhone 16 Promos - Find Latest Trade-In Offers & SavingsPopularSearches | Search Ads|SponsoredSponsoredBang Babang Bang!!!  $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,March 3,,,,https://cdn.myanimelist.net/images/characters/16/56239.jpg
1055,The Count of Monte Cristo(モンテ・クリスト伯爵),Gankutsuou,1683,https://myanimelist.net/character/419/The_Count_of_Monte_Cristo,"Birthday: 17/07/5008 
  
 A mysterious nobleman living in luxury, The Count approaches and befriends Albert in Luna as the first step in his plan of revenge against the people who once betrayed him.",,,,,,https://cdn.myanimelist.net/images/characters/9/102102.jpg
1056,"Dekomori, Sanae(凸守 早苗)",Chuunibyou demo Koi ga Shitai!Chuunibyou demo Koi ga Shitai! LiteChuunibyou demo Koi ga Shitai! Depth of Field: Ai to Nikushimi Gekijou,1678,https://myanimelist.net/character/67215/Sanae_Dekomori,"Age: 15 
 Birthday: August 9 
 Blood Type: A 
 Height: 4'8"" 
  
 Sanae, like Rikka, is a Chuunibyou. She claims that she is Rikka's servant and wants to take her master's place. Her ""power"" is Mjolnir, a pair of hair nunchucks. Despite being a Chuunibyou, she is top in her class. Little was known about her family but it's implied that she is from a rich family. 
  
 (Source: ANN) 
 
   Voice Actors  Karbowski, BrittneyEnglish  Jeong, Mi SookKorean  Uesaka, SumireJapanese  Wietzorek, LuisaGerman  
 
 See MoreRecent Featured Articles 25 Anime Voice Actors Behind League of Legends JapanLeague of Legends is launching a Japanese server, and the voice actors dubbing the game into Japanese have plenty of anime experience! WARNING: this is a long, video-heavy post! Mobile users beware!by removed_user296,236viewsCollectionGamesSeiyuu 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",15,,,"4'8""",,https://cdn.myanimelist.net/images/characters/3/183341.jpg
1057,"Blood, Staz Charlie(ブラッド・チャーリー・スタズ)",Blood LadBlood Lad: Wagahai wa Neko de wa Nai,1677,https://myanimelist.net/character/36362/Staz_Charlie_Blood,"The vampire, Staz C. Blood, is one of the most powerful district bosses in the demon world, fending off everyone who dares challenge him. But secretly, Staz is also quite obsessed with human culture, especially video games, manga, and everything that comes from Japan. 
  
 When Staz makes a decision that he wants something, he's known for always accomplishing his goal and getting or doing whatever it is that he set out for. So, when the young Japanese girl, Fuyumi, wanders into the demon world by accident and dies, Staz declares that he'll help bring her back to life and is determined to do just that. And in helping her he also gets the chance to travel to the human world, somewhere he's always dreamed of going. 
  
 Staz is sometimes viewed by others as having a lazy look about him, though they never do well to underestimate him as he's also very powerful. He has rapid healing abilities, as well as the ability to paralyze weaker demons with his stare, he's able to control humans and alter memories with his saliva, can suck out other demon's magic with his teeth, and can crush someone's heart from afar. He sometimes says things like ""I might be a vampire, but first and foremost i'm me"" and once lost his temper and nearly killed his friend Wolf while they were fighting when he questioned Staz's reasons for helping Fuyumi, and then scoffed at his statement of being himself before being a vampire. He's very stubborn, and is also notorius for his lack of common sense and his sometimes impetuous behavior.",,,,,,https://cdn.myanimelist.net/images/characters/8/225859.jpg
